,Autism,Multiple Sclerosis,Crohn's Disease,Ulcerative Colitis,Irritable Bowel Syndrome,Cirrhosis,Type 2 Diabetes,Obesity,Pouchitis,Short Bowel Syndrome,Acquired Immunodeficiency Syndrome,Psoriasis,Cystic Fibrosis,Chronic Obstructive Pulmonary Disease,Inflammatory Bowel Disease,Parkinson's Disease,Alzheimer's Disease,Atherosclerosis,Type 1 Diabetes,Caries,Allergy,Behcet's Disease,Sjögren Syndrome,Hepatitis B,Tuberculosis,Asthma,Rheumatoid Arthritis,Blepharitis,Polycystic Ovary Syndrome,Trachoma,Megaesophagus,Pneumonia,Hypertension,Viral Diarrhea,Spondyloarthritis,Transient Ischemic Attack,Denture Stomatitis,Coronary Heart Disease,Acne,Vitiligo,Appendicitis,Postmenopausal,Psoriatic Arthritis,Botulism,Idiopathic Pulmonary Fibrosis,Rett Syndrome,Gingivitis,Anorexia Nervosa,Pancreatitis,Ascites,Alcoholism,Gastroenteritis,Hepatitis C,Schizophrenia,Cervicitis,Smoking,Pregnancy,Hyperthyroidism,Otitis Media,Prediabetes,Chlamydia,Azoospermia,Hyperlipidemia,Oligoasthenoteratozoospermia,Attention Deficit Hyperactivity Disorder,Osteoarthritis,Bronchiectasis,Wilson's Disease,Bronchiolitis,Keratitis,Anovulation,Silicosis,Urolithiasis,Endometriosis,Urogenital Schistosomiasis,Cholestasis,Diarrhea,Pediculosis,Rosacea,Fibromyalgia,Sepsis,Intrahepatic Cholangiocarcinoma,Osteoporosis,Miscarriage,Huntington's Disease,Vestibulodynia,Hyperglycemia,Migraine,Traumatic Brain Injury,Vulvodynia,Fatigue,Sarcopenia
Smoking,0.4084350890508351,0.5976793770922659,0.5900490612964666,0.6036327274391499,0.3772476500572063,0.20519567041703082,0.6076948700812059,0.599042297873153,0.15511334686589626,0.4217756949399829,0.6283352566943811,0.5948118774794623,0.6328080517266367,0.4509853432145146,0.4084350890508351,0.57616914587511,0.5451480185525247,0.39175717505940655,0.645567510620151,0.4188539082916958,0.6381434186613788,0.6287140102741967,0.45018514709691043,0.5891130644204525,0.5348281873006975,0.6027061992990898,0.5921325310759128,0.20732210721568237,0.37310926860075405,0.13679711361135388,0.42938329724031365,0.6190778270850891,0.6186301293710583,0.2176428750330035,0.6010642191053475,0.5502235867566387,0.10882143751650175,0.6004542014276492,0.2276441572897889,0.384149515426519,0.4426972568742881,0.33710717282797936,0.44864651681195195,0.4560478335499129,0.5081675859556172,0.4022639748592414,0.2435123110112405,0.5157623691644617,0.5572488813712175,0.45241392835886435,0.6294927677622197,0.5765787439008685,0.5486307798280006,0.6144558233613486,0.25391668753850405,0.9999999999999983,0.5568194024007711,0.6329902777526067,0.538925214367437,0.29912152080805954,0.38668014055609146,0.14509525002200233,0.5453367115563338,0.32904509826424916,0.5285042221541074,0.6040796973096795,0.37107356457604124,0.5654527761937888,0.3141404312187718,0.4951376478541912,0.2589131342368178,0.4682393835430251,0.30779350562554636,0.5597170785495561,0.27529888064467417,0.5495290968620477,0.2176428750330035,0.2665569949915916,0.28436111551887466,0.46877543338489713,0.598517906340759,0.32089691238041873,0.5115344005476484,0.41161093145984756,0.41491709647105773,0.07254762501100116,0.5694439553266274,0.5954874164563797,0.5155735207414549,0.07254762501100116,0.29019050004400476,0.13710212427677046
Pregnancy,0.3704618537286557,0.50083276423374,0.5504818825631799,0.6011676025889002,0.3553345272593505,0.251259453814803,0.548905268333877,0.5711672409558408,0.15194743527951726,0.3972760788523299,0.5507201348498437,0.5508894960085641,0.5921358737635931,0.5495319562599501,0.4445542244743868,0.46178947199021925,0.4144643532109687,0.5116817192534646,0.6095337611766587,0.3829513052690349,0.5990721002312163,0.5692240528051181,0.24370871833797683,0.47886115464444184,0.5134339343272437,0.598276842290481,0.6177123067642767,0.2611164839335468,0.4449492083146095,0.20100756305184242,0.39587713014677595,0.5440143770235626,0.6266629132084595,0.2487341690815455,0.5508094528882496,0.5732151526122685,0.10660035817780521,0.6222972226332029,0.25087260300212727,0.33449680400283616,0.5014213040454071,0.31586902765289504,0.40809739476827606,0.4722677416582812,0.44673975562269846,0.2533201985524493,0.3119397334524687,0.5052354990185434,0.5921358737635931,0.53181602347831,0.5572089983649909,0.527975119223359,0.46733309148852076,0.5333420410295764,0.28426762180748055,0.556819402400771,0.9999999999999991,0.5860942701532689,0.4162490176466677,0.3447251266633459,0.49999999999999967,0.07106690545187014,0.6009819973837491,0.29546842014263947,0.4518259957799237,0.47795211939924287,0.41306799758050783,0.42056259417938663,0.3487592244414427,0.44673975562269846,0.27668578554642986,0.3907295134355127,0.26130983196739516,0.5044296328024892,0.33709993123162096,0.5497665061952391,0.2487341690815455,0.2611164839335468,0.27855721683106416,0.4796168070227242,0.6218354227038632,0.31434730673096567,0.5200030254809492,0.480750175372543,0.33349621305638505,0.14213381090374028,0.5672760277973992,0.5530303030303025,0.41414141414141387,0.14213381090374028,0.2842676218074805,0.16116459280507606
Hyperthyroidism,0.4112169486803623,0.6821592987985767,0.6789347398332032,0.6878558020367372,0.3824731549870061,0.2958039891549808,0.6761234037828119,0.7040083136069513,0.19166296949998193,0.44098104915550046,0.7082864948681528,0.6325182725260704,0.708005075151779,0.5164772681085841,0.46106142730828503,0.6287199327199595,0.5898208112622191,0.44223458545372585,0.736816255086884,0.49454698419535414,0.6716939093732532,0.6826942423745984,0.41963703136786945,0.5782113438950806,0.6344166391652165,0.6619759018678933,0.7158209824898334,0.24397501823713327,0.4677071733467429,0.22537446792760435,0.5097533568780935,0.6824573477486058,0.7296535932873767,0.23904572186687864,0.6069327367499421,0.6403043401642103,0.11952286093343935,0.7168504827326525,0.2812843385630972,0.4688072309384957,0.46723836348451586,0.4105034951538511,0.42237094187876395,0.4937396093522559,0.4937396093522559,0.36687032795664204,0.3394673699166023,0.6618035801037819,0.6846642484984238,0.511101251999952,0.7372120827530313,0.5369105336168607,0.5993078375675424,0.6343026891617526,0.179284291400159,0.6329902777526069,0.5860942701532688,0.9999999999999972,0.5293155269909454,0.3623568972827803,0.43320011272198194,0.11952286093343935,0.6738353315566442,0.29364006844420665,0.5382604488321076,0.5550302767044405,0.34735625898545536,0.59518154493278,0.2932778627205006,0.4937396093522559,0.29083752537355545,0.38571428571428584,0.23664319132398465,0.5348405573334051,0.2834733547569204,0.6260427294301528,0.23904572186687864,0.2927700218845599,0.32433748657040123,0.5148744788909765,0.6723160927505951,0.37007637284637684,0.6280928530967778,0.4564354645876387,0.4820112752121506,0.059761430466719674,0.6280928530967778,0.6498001690829712,0.5436236708668002,0.059761430466719674,0.35856858280031817,0.20328927815368147
Otitis Media,0.3872410546774245,0.5671904765548165,0.497955001655239,0.5249841142845916,0.2999999999999998,0.17677669529663687,0.5361578890315574,0.4797056405193424,0.11454053224818185,0.3354101966249683,0.5942230058252542,0.5217491947499507,0.5765508914865052,0.35738907768719735,0.3872410546774245,0.5525470962100671,0.4566287540463786,0.2999999999999998,0.5437142140963095,0.4536323543632774,0.6108472217815254,0.5721208860316478,0.36159134298227863,0.5183210553488161,0.6002993929163665,0.5538487756217106,0.5602845937176466,0.2041241452319315,0.3673540248749653,0.2020305089104421,0.36058943019394546,0.5467829159061092,0.5329517414226594,0.17857142857142852,0.5249774394708332,0.5073403808614555,0.21428571428571425,0.5483521315694323,0.2241327258722103,0.4202488610103944,0.3269014591699173,0.3751995165479639,0.4101742397065728,0.42335535477739805,0.461842205211707,0.3536241224916693,0.3319700011034927,0.42968258270121684,0.4556611884328834,0.3690750483552526,0.5675119483598288,0.4936391003322059,0.4109974682633933,0.5820039474833735,0.17857142857142852,0.538925214367437,0.4162490176466681,0.5293155269909452,0.9999999999999998,0.24253562503633286,0.3654869423239035,0.07142857142857141,0.46022129500390224,0.21597969886241555,0.5108910520108023,0.4803844614152614,0.33213611069662635,0.47425200683433544,0.24743582965269673,0.461842205211707,0.20857039859669466,0.39271797163844346,0.1414213562373095,0.3526933713419244,0.24846467329894403,0.4489585085284263,0.17857142857142852,0.262445329583912,0.30151134457776346,0.42051835004753246,0.4999999999999996,0.29488391230979416,0.4656330736664173,0.3429138275137022,0.42946655113396326,0.07142857142857141,0.4181194947208647,0.5558447247842694,0.5380779984213022,0.07142857142857141,0.28571428571428553,0.16198477414681164
Prediabetes,0.10114434748483471,0.3129578650968728,0.3757345746510896,0.3363363969981562,0.3638034375544994,0.21437323142813602,0.36938156799924965,0.4005344023759143,0.2592814894208657,0.32539568672798425,0.3593134953348082,0.39770583933420295,0.3473299378728699,0.3309584091088149,0.32871912932571284,0.3377111354601253,0.285615172280938,0.3880570000581327,0.42904204818118324,0.37340802240746923,0.40001097438852273,0.3503113654141651,0.11881770515720089,0.3561820765307977,0.2860794159408606,0.3761185651188544,0.38563087254679534,0.24753688574416857,0.4609772228646443,0.17149858514250882,0.2955402316445243,0.31957881035190355,0.3760284617313364,0.3031695312954162,0.38892223413129856,0.29197858123689185,0.2425356250363329,0.36365800343413474,0.28539089649269644,0.21404317236952233,0.3237481030440162,0.26949777665251384,0.3749701088039061,0.17424273674761284,0.2613641051214193,0.14408763192842222,0.34442336009683217,0.3647466681693291,0.3473299378728699,0.3673154433462264,0.35497112581267776,0.27237452911178645,0.37878980584372746,0.3510344030573319,0.1819017187772497,0.29912152080805937,0.3447251266633461,0.36235689728278014,0.24253562503633294,0.999999999999999,0.38781576749626434,0.12126781251816646,0.39067020803580715,0.3208444739598739,0.28912165479145596,0.40778620962482404,0.1973593560521103,0.24504901470490173,0.24504901470490173,0.23958376302796766,0.3541002639140851,0.347862621391469,0.4801960383990247,0.37424059428255985,0.2300894966542111,0.33224931962249427,0.3031695312954162,0.2970442628930023,0.2925089696508522,0.3482608615005756,0.3486449609897286,0.2860794159408606,0.3549310554720022,0.34401648061622603,0.14226859880591572,0.1819017187772497,0.3549310554720022,0.271471037247385,0.20683507599800766,0.1819017187772497,0.12126781251816646,0.27500954910846337
Chlamydia,0.2222771122371936,0.34917213844464984,0.45414755311462346,0.5617467761896282,0.27716093126229363,0.18844459036110228,0.42907383651450953,0.42250727413171796,0.2279211529192759,0.2860387767736778,0.4616330542123691,0.4767312946227959,0.4996146434880318,0.35557950110937964,0.5112373581455449,0.3408446102784952,0.28693685991528617,0.27716093126229363,0.4342928048383694,0.3897897214345536,0.4558157284367951,0.43391669599078686,0.17407765595569785,0.49727889136153597,0.4558035947599001,0.47232382286090613,0.4745838454408468,0.2611164839335468,0.42905816516051654,0.20100756305184242,0.3154645880857123,0.4949639004066841,0.4235139468386842,0.26650089544451305,0.484332449953461,0.41066160187147605,0.10660035817780521,0.46032945235880773,0.20906050250177272,0.3135907537526591,0.528525158318132,0.2799748199650663,0.30607304607620733,0.32548182195368053,0.42121176958711587,0.21110016546037458,0.4403855060505442,0.39350072519713486,0.4996146434880318,0.4748357352484912,0.3900462988554938,0.478861154644442,0.4381247732704883,0.3771490147280577,0.31980107453341566,0.38668014055609107,0.4999999999999997,0.43320011272198145,0.36548694232390344,0.38781576749626434,0.9999999999999993,0.10660035817780521,0.4578910456257137,0.4029114820126903,0.2965108097305751,0.4267429637493241,0.47089751724177914,0.3231151638207484,0.4308202184276647,0.4020657800604288,0.24210006235312614,0.4586824722938629,0.27136021011998734,0.39477101697586126,0.40451991747794536,0.49822589623943564,0.26650089544451305,0.3046358979224713,0.2892709559399513,0.35205914558051044,0.5063517013445744,0.377216768077159,0.4538208222379195,0.37219368415938836,0.20322425483123485,0.1599005372667078,0.4396389215429845,0.38636363636363613,0.2727272727272727,0.1599005372667078,0.18655062681115914,0.16116459280507606
Azoospermia,0.10425720702853737,0.09925833339709303,0.0,0.06933752452815364,0.0,0.17677669529663687,0.10878565864408424,0.11009637651263605,0.0,0.11180339887498948,0.056980288229818966,0.07453559924999298,0.13018891098082386,0.07580980435789034,0.10425720702853737,0.10314212462587934,0.11215443081840885,0.09999999999999999,0.10721125348377947,0.09622504486493762,0.12216944435630522,0.13130643285972254,0.0,0.172773685116272,0.07372097807744857,0.11076975512434226,0.052999894000317994,0.0,0.0,0.0,0.0,0.06274558051381586,0.09690031662230184,0.0,0.06681531047810609,0.12038585308576918,0.0,0.11995202878081342,0.0,0.0,0.0,0.0,0.0,0.08980265101338744,0.08980265101338744,0.19802950859533483,0.0,0.13671718540493263,0.06509445549041193,0.08908708063747478,0.10454167469786334,0.0,0.08219949365267865,0.10721125348377947,0.0,0.14509525002200233,0.07106690545187014,0.11952286093343935,0.07142857142857141,0.12126781251816646,0.10660035817780521,0.9999999999999998,0.13423121104280486,0.1889822365046136,0.13245323570650439,0.08006407690254355,0.11624763874381927,0.14433756729740646,0.14433756729740646,0.08980265101338744,0.0,0.11952286093343935,0.1414213562373095,0.07715167498104596,0.0,0.08058229640253801,0.0,0.0,0.0,0.07179581586177382,0.12499999999999997,0.0,0.06651901052377393,0.21821789023599236,0.07332355751067664,0.0,0.13303802104754786,0.10660035817780521,0.14213381090374028,0.0,0.12499999999999997,0.0
Hyperlipidemia,0.307880565506382,0.5595897845152557,0.6498440561375453,0.6235864125043247,0.42953987533697546,0.28474739872574967,0.6790130277306343,0.7019725726589989,0.21524880100025254,0.4502251688907481,0.6042341144778777,0.6103052289407919,0.6203772390781466,0.5291541760896417,0.4618208482595729,0.5399507996243278,0.5118572524674309,0.4966554808583779,0.6979681750384259,0.5037397678898835,0.6559580987349364,0.60807704176626,0.31783804212369066,0.5681947142423928,0.5343654329961833,0.6244878518447268,0.6545100760258737,0.21919864974047637,0.4952476857798229,0.18983159915049977,0.4556497642013079,0.6148363139765923,0.6828699596587486,0.23490461932490844,0.6098716028340488,0.5332647821200914,0.06711560552140243,0.6843055088373236,0.34222378222022665,0.46068586068107426,0.4607439769383993,0.4881383978155708,0.41505400950528853,0.43395546961372905,0.5062813812160173,0.3455626298925233,0.31192514694602175,0.5872548277525693,0.6029018238928466,0.5022472023339225,0.6174412463620346,0.5334072827581646,0.5296194038450115,0.575643855701794,0.16778901380350605,0.545336711556334,0.6009819973837495,0.6738353315566451,0.4602212950039023,0.3906702080358071,0.4578910456257139,0.13423121104280486,1.000000000000002,0.3044077736591046,0.5067117097095317,0.5266078021789814,0.3588934105773349,0.4553032517466255,0.27124449040224496,0.4580641068144918,0.37017802286294077,0.4331798560007004,0.3227137185558496,0.5799451149344533,0.3183572699835066,0.5624662802055926,0.23490461932490844,0.24659848095803594,0.3237778634065411,0.5396854014121986,0.6040404496926217,0.37603493433064755,0.669669550498144,0.4247289493249552,0.39369239690499497,0.06711560552140243,0.5982381317783421,0.5365910690926334,0.41973345849023774,0.06711560552140243,0.26846242208560966,0.25367314471592045
Oligoasthenoteratozoospermia,0.23643312187173018,0.24385480388234185,0.26837252006084655,0.3406925719346234,0.264575131106459,0.2004459314343183,0.24670268484223784,0.2704813730373556,0.20203050891044214,0.21128856368212914,0.25843829535236873,0.30988989340045603,0.31984409034832983,0.31518754028368895,0.3152441624956402,0.23390435267563509,0.2543423420395784,0.3023715784073817,0.24313226954193226,0.3273268353539885,0.27705425792376603,0.17370208344491278,0.12344267996967351,0.39181388906900344,0.2507751956589087,0.2721357087860656,0.2604170010698762,0.2314550249431379,0.3380617018914066,0.0890870806374748,0.2302830932359191,0.30830280354331174,0.25637413974602896,0.1889822365046136,0.2777919497518579,0.2502586653563095,0.1889822365046136,0.29469443473943063,0.14824986333222026,0.22237479499833035,0.3243374865704012,0.34362159674454557,0.20869596778242056,0.2375954816557457,0.30547990498595873,0.26196841599779186,0.2927700218845599,0.310045433597281,0.27063730721781754,0.30304576336566313,0.2765912728927598,0.29386041680175257,0.37282185960071995,0.26339329200375994,0.0944911182523068,0.329045098264249,0.2954684201426394,0.29364006844420654,0.2159796988624155,0.32084447395987387,0.40291148201269006,0.1889822365046136,0.30440777365910454,0.9999999999999998,0.2503130871608794,0.39339789623472143,0.30756234261462273,0.21821789023599236,0.2727723627949905,0.2715376933208522,0.24525573579398632,0.40657855630736295,0.3741657386773941,0.32076651393589234,0.2988071523335984,0.3959441875175621,0.1889822365046136,0.2314550249431379,0.1709408646894569,0.2442264093581657,0.307096134319997,0.2786391062876764,0.32684369585027484,0.32991443953692895,0.19399589841579262,0.0944911182523068,0.27656005033484793,0.22160131510697953,0.21488612374010138,0.0944911182523068,0.1417366773784602,0.35714285714285715
Attention Deficit Hyperactivity Disorder,0.5109405634161499,0.611339565461518,0.47024007803902906,0.4959348919001856,0.38411438354886296,0.1873171623163388,0.5763604994348883,0.5687222310377489,0.17699808135119716,0.2665569949915916,0.5886834367072438,0.48375158350325903,0.49145236160671124,0.41169140930466536,0.37284851924962276,0.6762446531448919,0.6610571681020195,0.37086905997821246,0.6106205294073034,0.4460861491927594,0.5744517064357718,0.5043668951391247,0.5082937862097229,0.4119198054945654,0.4003478655180603,0.5942084056277689,0.5335205663857336,0.1351845176089688,0.4146442144313649,0.24975621642178505,0.4611429759107169,0.4820295995895983,0.6032337424476065,0.19867985355975656,0.4070955871077538,0.6059288394309236,0.09933992677987828,0.5322491504428789,0.1818335167131459,0.3766551417629453,0.2778362511554969,0.4013939192492977,0.3071672720050333,0.3687342027541003,0.3568395510523551,0.4327892114505488,0.27359422722270776,0.5704219578824362,0.4828303903504532,0.29499680225199537,0.6508035047557135,0.3775931550366849,0.3592904339552076,0.7313245875459573,0.09933992677987828,0.5285042221541078,0.4518259957799243,0.5382604488321078,0.5108910520108028,0.28912165479145596,0.29651080973057514,0.13245323570650439,0.5067117097095318,0.25031308716087947,1.000000000000001,0.43479458803344856,0.3541396455817724,0.5161854012087642,0.210297756048015,0.42820746126282627,0.343788034074832,0.3166237934306517,0.2622440272428743,0.36788360369097983,0.18848425873126298,0.3735685064711873,0.19867985355975656,0.24333213169614384,0.2995211489365769,0.5230273466594174,0.5132562883627044,0.19529164171612676,0.4757755417129193,0.4480068175874623,0.5827165467480651,0.13245323570650439,0.44934356717331275,0.6000814006452112,0.5553694531461567,0.13245323570650439,0.3145764348029479,0.2252817784447915
Osteoarthritis,0.31719576756473444,0.5324507981676517,0.5581563056514378,0.6217618283580584,0.48038446141526164,0.254762332682534,0.5661385170722976,0.5729597091269402,0.29957234475763894,0.3580574370197165,0.5474489014513586,0.6445033866354895,0.5524431139732352,0.48557136048615335,0.43405736614121576,0.5285106558680404,0.45795658967431047,0.40032038451271795,0.5321937427120913,0.46225016352102455,0.586883027285054,0.49410763189913653,0.26148818018424536,0.5118197276397471,0.5312161852311215,0.5764640825288314,0.6025610376476722,0.19611613513818402,0.411766052572674,0.07548513560963971,0.3902462713366425,0.5425560342237122,0.550834642536944,0.20016019225635887,0.6098437018280506,0.45301336337355486,0.1601281538050871,0.5666270589584665,0.28263343185959744,0.3297390038361971,0.4580286124143447,0.5499631308702325,0.49512949898281877,0.41701804869371206,0.48891771226159353,0.3488110957132957,0.33075929223788914,0.4925760860771926,0.531596204011981,0.4136951427605493,0.5440521243644771,0.4841537964159771,0.5001732201680239,0.5321937427120913,0.1601281538050871,0.6040796973096797,0.47795211939924337,0.5550302767044405,0.48038446141526153,0.4077862096248241,0.42674296374932447,0.08006407690254355,0.5266078021789815,0.3933978962347215,0.43479458803344834,0.999999999999999,0.260603276867479,0.42758140125694777,0.2542375899365633,0.43139798140728836,0.28573838340637203,0.4210574512930241,0.3170375695604868,0.5806452980511959,0.2531848417709166,0.4774292910355713,0.20016019225635887,0.26148818018424536,0.3379631847096872,0.5978196351335432,0.49039247102807926,0.28331529878993134,0.6603971135830107,0.36689969285267143,0.31701147915435623,0.1601281538050871,0.4686689193169757,0.5718355714240941,0.42105305756600026,0.1601281538050871,0.2602082499332665,0.27235238970096104
Bronchiectasis,0.21815377450367382,0.3576949533748244,0.37518764074229016,0.43525746914793384,0.2557448052364024,0.1643989873053573,0.35409012650384664,0.383953314115333,0.12427395320024,0.25993762245501817,0.370934141852887,0.43322937075836365,0.5145612187331025,0.45826095901225405,0.3878289324509757,0.335720796397818,0.27379144290323837,0.2557448052364024,0.36142859686337875,0.29083429059274385,0.4260572829919473,0.35107344375178157,0.2467810788956497,0.3414370598411912,0.37707514360508354,0.4378085642328197,0.39431120199741987,0.09491579957524991,0.25993762245501817,0.10959932487023819,0.32377786340654113,0.43764153458047783,0.3829907220296161,0.1743714581157289,0.38835610375075,0.34986427898452505,0.058123819371909635,0.3904359230324061,0.22798037629377663,0.20518233866439894,0.3325133238911045,0.25834126576556143,0.2310732746833936,0.27142299946428006,0.5219673066620771,0.20718416498225886,0.3601801351125985,0.3496470995385362,0.3934879907959017,0.3106848830006,0.4010398535203863,0.4016906586366955,0.38221988172245813,0.36142859686337875,0.058123819371909635,0.371073564576041,0.41306799758050816,0.34735625898545525,0.3321361106966265,0.1973593560521103,0.47089751724177925,0.11624763874381927,0.3588934105773349,0.3075623426146228,0.35413964558177236,0.260603276867479,1.0000000000000009,0.3691358303677134,0.5704826469319207,0.3758164607966955,0.18857857160117852,0.4446160115013827,0.19727878476642877,0.2869984013336701,0.22056438662814232,0.37470006725398436,0.1743714581157289,0.2372894989381248,0.21029989116983447,0.30045938636222114,0.45045960013229996,0.30851602658597743,0.40209925105812727,0.2790404591875126,0.2557107127473839,0.058123819371909635,0.37116853943827127,0.3469771179676269,0.26436351845152517,0.058123819371909635,0.20343336780168372,0.08787495503274936
Wilson's Disease,0.4063022541644711,0.6303750805673777,0.5403830945624492,0.5504405287049872,0.2742413778650723,0.3061862178478973,0.5260122204053621,0.4846768161998428,0.11572751247156894,0.38729833462074176,0.6086053178377864,0.6024640760767094,0.5073610689019096,0.42674590679409835,0.4063022541644711,0.5806040508210284,0.5665834197084042,0.33197640478403484,0.5880352375606643,0.34722222222222227,0.5907269532815762,0.5970022093183865,0.48318963381080743,0.4613480679497803,0.5320353317242179,0.5276118204976405,0.5890404340610257,0.17677669529663692,0.32274861218395146,0.13608276348795434,0.41457809879442503,0.5524492114516917,0.5314815269212365,0.2525907427704613,0.5207738061220603,0.5560384374855327,0.10825317547305482,0.5020939367717218,0.2547623326825341,0.3821434990238011,0.33028912953790823,0.29160592175990213,0.4303642813177534,0.4795901588128218,0.45366636644456115,0.4144549140943964,0.24224069756247724,0.4637355098037668,0.5261522196019803,0.38575837490522974,0.5960269947799137,0.4488792012484349,0.5694947974514994,0.57256062604591,0.07216878364870323,0.565452776193789,0.42056259417938685,0.5951815449327805,0.47425200683433544,0.24504901470490173,0.32311516382074845,0.14433756729740646,0.45530325174662556,0.21821789023599242,0.516185401208764,0.4275814012569475,0.3691358303677134,0.9999999999999988,0.25000000000000006,0.41478067789217016,0.21073180760588114,0.37953605763829484,0.24494897427831785,0.445435403187374,0.22821773229381923,0.4652421051992355,0.2525907427704613,0.2651650429449554,0.26111648393354675,0.4145133361448392,0.5142025834970104,0.29793978576556207,0.4704584157435733,0.31497039417435607,0.5397505397508097,0.10825317547305482,0.4704584157435733,0.5077524002897476,0.4718507154207755,0.10825317547305482,0.2886751345948129,0.19094065395649337
Bronchiolitis,0.12038585308576923,0.30086083390715773,0.33541019662496846,0.3602883460614461,0.17320508075688773,0.15309310892394865,0.26693157453406435,0.2860387767736777,0.07715167498104596,0.19364916731037088,0.2960782627318961,0.3442651863295482,0.3946141647014852,0.3720348931025473,0.4514469490716346,0.25308381702455085,0.19425717247145285,0.2886751345948129,0.30949223029508643,0.25000000000000006,0.33503916753283425,0.2842867663420888,0.1649915822768611,0.32419053423498073,0.38306543884143696,0.3357529766803167,0.32129478221510493,0.17677669529663692,0.22592402852876603,0.13608276348795434,0.35176323534072423,0.4166010447012757,0.2797271194322297,0.21650635094610965,0.3664704561599683,0.2606430175713435,0.07216878364870323,0.38089884858544404,0.11322770341445959,0.1981484809753043,0.33028912953790823,0.2041241452319315,0.2869095208785023,0.20739033894608508,0.5184758473652127,0.17149858514250885,0.2608745973749755,0.2960013892364469,0.3758230140014145,0.3600411499115478,0.3168751111488149,0.32419053423498073,0.3559342484071872,0.30949223029508643,0.14433756729740646,0.31414043121877167,0.3487592244414428,0.29327786272050055,0.24743582965269675,0.24504901470490173,0.4308202184276646,0.14433756729740646,0.271244490402245,0.2727723627949905,0.21029775604801498,0.2542375899365633,0.5704826469319207,0.25000000000000006,1.0000000000000002,0.25923792368260634,0.1404878717372541,0.41403933560541256,0.20412414523193154,0.35634832254989923,0.22821773229381923,0.3489315788994266,0.21650635094610965,0.29462782549439487,0.26111648393354675,0.24870800168690352,0.3969283100678677,0.29793978576556207,0.36484530200522014,0.22047927592204924,0.1270001270001905,0.07216878364870323,0.3456429176891559,0.2923422910759153,0.1436067394758882,0.07216878364870323,0.10825317547305482,0.10910894511799621
Keratitis,0.3183275016660838,0.5080787040310878,0.4869258405481769,0.5105888684213862,0.21552636243212994,0.22225022225033336,0.4689235458468575,0.4350256450233218,0.09600307214746386,0.2811267651158747,0.5219320557315558,0.5220925637866245,0.4676523735449559,0.29954854178237156,0.3183275016660838,0.4168096300150723,0.4028706084156273,0.25144742283748495,0.529532012972142,0.362933093155649,0.4937012989212934,0.5188332937002363,0.3226236530469773,0.4809815834125978,0.5031457842657575,0.4476337948021365,0.5045102843736512,0.329956008798045,0.2811267651158747,0.29633362966711113,0.3439179697143974,0.5071247522563151,0.46990288710284356,0.2694079530401623,0.46801497671888653,0.48649359382246216,0.08980265101338744,0.47396844787385284,0.2465644837867214,0.35223497683817356,0.2911197917315653,0.3447146304290886,0.3371794890971583,0.4193548387096776,0.4677419354838712,0.302320772462571,0.30143028224410945,0.4297147990958116,0.44426975486770814,0.3360107525161236,0.4881822155208598,0.4809815834125978,0.3395596923305584,0.4621370295029603,0.08980265101338744,0.49513764785419107,0.44673975562269896,0.49373960935225586,0.4618422052117071,0.2395837630279677,0.40206578006042903,0.08980265101338744,0.4580641068144921,0.2715376933208523,0.42820746126282605,0.43139798140728824,0.37581646079669556,0.4147806778921704,0.2592379236826064,1.0000000000000007,0.17481496402441948,0.38640491166698276,0.1524001524002286,0.34642124717105843,0.19878664198647267,0.36182519208472363,0.2694079530401623,0.21997067253202995,0.3519947346980236,0.4384269125318287,0.44901325506693746,0.21185085653295044,0.4539923450744964,0.2743516305843673,0.30289389292480173,0.08980265101338744,0.3942565101962731,0.4977957276938646,0.5360877067472388,0.08980265101338744,0.3592106040535499,0.10182663499531962
